UserID,TrackID,Score
199810,208019,0.140972205
199810,74139,0.295964955
199810,9903,0.140972205
199810,242681,0.140972205
199810,18515,0.728498593
199810,105760,0.769415361
199812,276940,0.140972205
199812,142408,0.9813236
199812,130023,0.9813236
199812,29189,0.295964955
199812,223706,0.769415361
199812,211361,0.140972205
199813,188441,0.769415361
199813,20968,0.295964955
199813,21571,1.013667237
199813,79640,0.769415361
199813,184173,0.769415361
199813,111874,0.295964955
199814,122375,0.140972205
199814,189043,1.013667237
199814,122429,0.140972205
199814,52519,0.140972205
199814,232332,1.013667237
199814,262193,1.013667237
199815,64345,0.769415361
199815,118841,0.140972205
199815,275682,0.9813236
199815,30062,0.769415361
199815,258473,0.9813236
199815,129866,0.140972205
199816,274758,0.140972205
199816,102153,0.9813236
199816,183464,0.140972205
199816,23616,0.9813236
199816,81699,0.9813236
199816,46627,0.375890601
199817,83722,1.013667237
199817,200166,1.013667237
199817,148603,0.140972205
199817,88745,0.140972205
199817,144775,1.013667237
199817,222966,0.140972205
199818,141875,0.295964955
199818,290905,0.140972205
199818,59789,0.769415361
199818,283698,0.295964955
199818,106788,0.9813236
199818,235999,1.013667237
199819,202308,0.140972205
199819,36793,0.769415361
199819,247549,0.140972205
199819,214280,0.140972205
199819,123424,0.140972205
199819,193003,0.769415361
199820,235240,1.013667237
199820,292341,0.140972205
199820,126082,0.295964955
199820,142163,0.801758998
199820,20067,1.013667237
199820,286335,0.801758998
199821,231569,0.295964955
199821,51933,0.140972205
199821,16949,0.769415361
199821,34642,0.140972205
199821,229894,0.769415361
199821,42811,0.140972205
199822,47402,0.9813236
199822,21317,0.9813236
199822,185734,0.140972205
199822,92685,0.140972205
199822,110099,0.140972205
199822,33495,0.769415361
199823,21593,0.295964955
199823,132124,0.9813236
199823,170625,0.295964955
199823,30365,0.728498593
199823,143570,0.769415361
199823,254625,0.769415361
199824,281826,1.013667237
199824,253265,0.140972205
199824,48891,1.013667237
199824,33980,0.728498593
199824,207963,0.769415361
199824,126528,0.140972205
199826,48808,0.801758998
199826,223958,0.140972205
199826,179298,0.140972205
199826,5121,0.140972205
199826,31975,0.295964955
199826,38775,0.295964955
199827,92599,0.140972205
199827,75369,0.295964955
199827,184197,0.9813236
199827,183841,0.9813236
199827,197936,0.9813236
199827,138391,0.295964955
199830,36027,0.769415361
199830,29249,0.769415361
199830,221237,0.769415361
199830,123579,0.769415361
199830,19694,0.769415361
199830,255036,0.801758998
199838,6143,0.140972205
199838,24607,0.295964955
199838,95726,0.295964955
199838,46697,0.140972205
199838,256209,1.013667237
199838,266780,0.9813236
199839,7477,0.140972205
199839,266143,0.140972205
199839,291820,0.140972205
199839,196470,0.295964955
199839,263222,0.295964955
199839,225097,1.013667237
199844,77700,0.140972205
199844,138272,0.801758998
199844,140229,0.140972205
199844,43472,0.140972205
199844,118108,0.140972205
199844,81165,0.801758998
199845,189985,0.140972205
199845,31440,0.728498593
199845,169945,1.013667237
199845,95594,0.140972205
199845,238400,0.9813236
199845,100669,0.295964955
199846,273378,0.140972205
199846,19705,0.140972205
199846,20499,0.769415361
199846,101984,0.140972205
199846,214726,0.140972205
199846,61792,0.140972205
199847,44444,0.140972205
199847,39446,1.013667237
199847,282901,0.9813236
199847,63072,0.140972205
199847,19595,0.295964955
199847,127769,1.061249247
199853,54037,0.295964955
199853,89981,1.013667237
199853,256134,0.140972205
199853,213546,0.295964955
199853,222196,0.769415361
199853,161111,0.9813236
199854,226277,0.9813236
199854,92910,0.9813236
199854,214592,0.9813236
199854,20999,0.140972205
199854,154755,0.140972205
199854,228397,0.140972205
199855,252693,1.013667237
199855,69487,0.140972205
199855,24631,0.140972205
199855,50032,1.013667237
199855,277150,0.140972205
199855,4836,0.9813236
199858,142462,0.140972205
199858,255065,0.140972205
199858,85596,0.140972205
199858,269486,0.9813236
199858,30595,1.013667237
199858,37731,0.941538842
199859,22400,0.140972205
199859,105128,0.9813236
199859,2877,0.769415361
199859,51667,0.140972205
199859,289911,0.9813236
199859,17,0.140972205
199861,192584,0.295964955
199861,56525,0.295964955
199861,94381,1.013667237
199861,249701,0.295964955
199861,127111,0.140972205
199861,77154,1.013667237
199862,80123,0.140972205
199862,108161,0.295964955
199862,179298,0.295964955
199862,280411,0.140972205
199862,196729,0.295964955
199862,225847,0.769415361
199863,222604,0.9813236
199863,126413,0.769415361
199863,144718,0.9813236
199863,241999,0.140972205
199863,184020,0.9813236
199863,249930,0.295964955
199866,142729,0.140972205
199866,117929,0.801758998
199866,252600,1.013667237
199866,125126,0.140972205
199866,46889,0.728498593
199866,291314,1.013667237
199868,24085,0.940406832
199868,80589,0.140972205
199868,79604,0.140972205
199868,218286,0.140972205
199868,122067,0.140972205
199868,257899,0.140972205
199873,8379,0.295964955
199873,217580,0.295964955
199873,65230,0.728498593
199873,65855,0.295964955
199873,241597,0.769415361
199873,187050,0.769415361
199876,257097,0.769415361
199876,277360,0.9813236
199876,69317,0.295964955
199876,47894,0.941538842
199876,102449,0.9813236
199876,267088,0.140972205
199880,266143,0.140972205
199880,224615,1.013667237
199880,154327,0.140972205
199880,14107,1.013667237
199880,22640,0.140972205
199880,133341,0.140972205
199882,146575,0.140972205
199882,192238,0.140972205
199882,109824,0.140972205
199882,125958,0.801758998
199882,79309,0.140972205
199882,42782,0.9813236
199884,36155,0.140972205
199884,5444,0.769415361
199884,150640,0.9813236
199884,155463,0.9813236
199884,247800,1.013667237
199884,152366,0.295964955
199886,134307,0.140972205
199886,255399,0.140972205
199886,155743,0.295964955
199886,151269,1.013667237
199886,200432,0.140972205
199886,87913,0.295964955
199890,114634,0.769415361
199890,151926,0.295964955
199890,190001,0.295964955
199890,286440,0.295964955
199890,48289,0.140972205
199890,141713,0.295964955
199891,32135,0.295964955
199891,244657,0.769415361
199891,117789,0.140972205
199891,45103,0.140972205
199891,279606,0.9813236
199891,280110,0.140972205
199894,279067,0.295964955
199894,15811,0.295964955
199894,250006,0.295964955
199894,31746,0.9813236
199894,251949,0.140972205
199894,9592,0.140972205
199895,195551,1.013667237
199895,69797,1.061249247
199895,59891,0.295964955
199895,249919,0.140972205
199895,229468,0.9813236
199895,276415,0.295964955
199896,175151,0.769415361
199896,101756,0.140972205
199896,222456,0.940406832
199896,183890,0.9813236
199896,42748,0.140972205
199896,59296,0.140972205
199899,30902,0.769415361
199899,54300,0.140972205
199899,46394,0.140972205
199899,236744,0.769415361
199899,40880,0.140972205
199899,210352,0.801758998
199900,219739,0.140972205
199900,287949,0.140972205
199900,23822,0.801758998
199900,44210,0.140972205
199900,261886,0.801758998
199900,110099,0.140972205
199902,111243,0.769415361
199902,124466,0.849341008
199902,263958,1.061249247
199902,249140,0.140972205
199902,298,0.140972205
199902,127445,0.769415361
199907,64481,0.769415361
199907,61826,0.769415361
199907,54636,0.295964955
199907,52391,0.140972205
