UserID,TrackID,Score
199810,208019,0.163174772
199810,74139,0.245779905
199810,9903,0.163174772
199810,242681,0.163174772
199810,18515,0.632569559
199810,105760,0.842498505
199812,276940,0.163174772
199812,142408,0.998958937
199812,130023,0.998957886
199812,29189,0.245753154
199812,223706,0.879647579
199812,211361,0.163174772
199813,188441,0.842498505
199813,20968,0.245690743
199813,21571,0.996147576
199813,79640,0.842578917
199813,184173,0.741857852
199813,111874,0.245191842
199814,122375,0.163174772
199814,189043,0.987343685
199814,122429,0.163174772
199814,52519,0.163174772
199814,232332,0.998263387
199814,262193,0.987343685
199815,64345,0.606861017
199815,118841,0.163174772
199815,275682,0.999374933
199815,30062,0.879567346
199815,258473,0.989353682
199815,129866,0.163174772
199816,274758,0.163174772
199816,102153,0.997830698
199816,183464,0.163174772
199816,23616,0.997827306
199816,81699,0.997830698
199816,46627,0.381313194
199817,83722,0.998263387
199817,200166,0.998263387
199817,148603,0.163174772
199817,88745,0.163174772
199817,144775,0.998263387
199817,222966,0.163174772
199818,141875,0.351638107
199818,290905,0.163174772
199818,59789,0.741470749
199818,283698,0.245565954
199818,106788,0.998611497
199818,235999,0.996147576
199819,202308,0.163174772
199819,36793,0.811677983
199819,247549,0.163174772
199819,214280,0.163174772
199819,123424,0.163174772
199819,193003,0.842632506
199820,235240,0.996147576
199820,292341,0.163174772
199820,126082,0.257624245
199820,142163,0.76234081
199820,20067,0.996147576
199820,286335,0.76234081
199821,231569,0.245565954
199821,51933,0.163174772
199821,16949,0.842699472
199821,34642,0.163174772
199821,229894,0.842766415
199821,42811,0.163174772
199822,47402,0.993893252
199822,21317,0.997834754
199822,185734,0.163174772
199822,92685,0.222494507
199822,110099,0.245344942
199822,33495,0.850892363
199823,21593,0.245828061
199823,132124,0.997683927
199823,170625,0.257648397
199823,30365,0.480249355
199823,143570,0.579714948
199823,254625,0.452901923
199824,281826,0.997202497
199824,253265,0.191077261
199824,48891,0.997202308
199824,33980,0.703542031
199824,207963,0.85068397
199824,126528,0.163174772
199826,48808,0.76234081
199826,223958,0.163174772
199826,179298,0.163174772
199826,5121,0.163174772
199826,31975,0.245659542
199826,38775,0.245565954
199827,92599,0.163174772
199827,75369,0.24537885
199827,184197,0.997690454
199827,183841,0.997688591
199827,197936,0.997688591
199827,138391,0.245659542
199830,36027,0.851055703
199830,29249,0.850940419
199830,221237,0.851055703
199830,123579,0.85101248
199830,19694,0.85088275
199830,255036,0.76234081
199838,6143,0.163174772
199838,24607,0.24537885
199838,95726,0.245715706
199838,46697,0.163174772
199838,256209,0.996147576
199838,266780,0.99768626
199839,7477,0.163174772
199839,266143,0.163174772
199839,291820,0.163174772
199839,196470,0.245565954
199839,263222,0.245565954
199839,225097,0.996147576
199844,77700,0.163174772
199844,138272,0.76234081
199844,140229,0.163174772
199844,43472,0.163174772
199844,118108,0.163174772
199844,81165,0.76234081
199845,189985,0.163174772
199845,31440,0.557767446
199845,169945,0.993740996
199845,95594,0.163174772
199845,238400,0.995509268
199845,100669,0.245565954
199846,273378,0.163174772
199846,19705,0.211779327
199846,20499,0.75410098
199846,101984,0.211621278
199846,214726,0.163174772
199846,61792,0.163174772
199847,44444,0.163174772
199847,39446,0.997631035
199847,282901,0.998752042
199847,63072,0.163174772
199847,19595,0.269614864
199847,127769,0.999449919
199853,54037,0.24537885
199853,89981,0.998263387
199853,256134,0.163174772
199853,213546,0.245565954
199853,222196,0.879647579
199853,161111,0.998959777
199854,226277,0.971739486
199854,92910,0.987057817
199854,214592,0.888356813
199854,20999,0.163174772
199854,154755,0.163174772
199854,228397,0.163174772
199855,252693,0.992541156
199855,69487,0.163174772
199855,24631,0.163174772
199855,50032,0.992541156
199855,277150,0.222494507
199855,4836,0.998843702
199858,142462,0.233735889
199858,255065,0.234020973
199858,85596,0.163174772
199858,269486,0.997828729
199858,30595,0.996147576
199858,37731,0.960953984
199859,22400,0.163174772
199859,105128,0.997351213
199859,2877,0.886265114
199859,51667,0.163174772
199859,289911,0.999023462
199859,17,0.163174772
199861,192584,0.257406951
199861,56525,0.257406951
199861,94381,0.996147576
199861,249701,0.257732938
199861,127111,0.163174772
199861,77154,0.996147576
199862,80123,0.163174772
199862,108161,0.257443158
199862,179298,0.245565954
199862,280411,0.163174772
199862,196729,0.257732938
199862,225847,0.621740347
199863,222604,0.997688591
199863,126413,0.842670775
199863,144718,0.99768626
199863,241999,0.163174772
199863,184020,0.997683927
199863,249930,0.245565954
199866,142729,0.163174772
199866,117929,0.76234081
199866,252600,0.996147576
199866,125126,0.163174772
199866,46889,0.480249355
199866,291314,0.97351264
199868,24085,0.981246038
199868,80589,0.163174772
199868,79604,0.163174772
199868,218286,0.163174772
199868,122067,0.163174772
199868,257899,0.163174772
199873,8379,0.245491101
199873,217580,0.24537885
199873,65230,0.632569559
199873,65855,0.245191842
199873,241597,0.842632506
199873,187050,0.842766415
199876,257097,0.741470749
199876,277360,0.997687659
199876,69317,0.245191842
199876,47894,0.690806777
199876,102449,0.997683927
199876,267088,0.163174772
199880,266143,0.163174772
199880,224615,0.996147576
199880,154327,0.163174772
199880,14107,0.996330292
199880,22640,0.163174772
199880,133341,0.163174772
199882,146575,0.233577612
199882,192238,0.201160547
199882,109824,0.163174772
199882,125958,0.872543114
199882,79309,0.323066504
199882,42782,0.99908457
199884,36155,0.163174772
199884,5444,0.827241654
199884,150640,0.997685911
199884,155463,0.99768626
199884,247800,0.996147576
199884,152366,0.24537885
199886,134307,0.163174772
199886,255399,0.163174772
199886,155743,0.270062692
199886,151269,0.996147576
199886,200432,0.163174772
199886,87913,0.269813841
199890,114634,0.452973441
199890,151926,0.245715706
199890,190001,0.245815576
199890,286440,0.245565954
199890,48289,0.163174772
199890,141713,0.245191842
199891,32135,0.257732938
199891,244657,0.850940419
199891,117789,0.163174772
199891,45103,0.163174772
199891,279606,0.997829222
199891,280110,0.163174772
199894,279067,0.351632832
199894,15811,0.257153592
199894,250006,0.322890714
199894,31746,0.949486669
199894,251949,0.234075303
199894,9592,0.233735889
199895,195551,0.996147576
199895,69797,0.998777957
199895,59891,0.245659542
199895,249919,0.163174772
199895,229468,0.998408756
199895,276415,0.24537885
199896,175151,0.842498505
199896,101756,0.163174772
199896,222456,0.992251649
199896,183890,0.997685561
199896,42748,0.163174772
199896,59296,0.163174772
199899,30902,0.842498505
199899,54300,0.163174772
199899,46394,0.163174772
199899,236744,0.842827252
199899,40880,0.163174772
199899,210352,0.76234081
199900,219739,0.163174772
199900,287949,0.163174772
199900,23822,0.76234081
199900,44210,0.163174772
